scenario_dir,Label,CharacterName,ja,en,ko
scenarios_10_09000,10_09100_1380,@オシュトル,急ぎでないなら、戻って来てから手伝うよ。,"If you have any trouble finding it, let's try it together next month.",
scenarios_10_09000,10_09100_1390,@アシュタ,"戻って……
そ、そうね。戻ってきたらお願いするわ。","Next month. Right... Well, we'll let you know.",
scenarios_10_09000,10_09100_1400,@アシュタ,……じゃあ、そろそろ行くから。,We'd better get going.,
scenarios_10_09000,10_09100_1410,@ナーヴァ,オシュトルさん、さよなら。,"Bye, Oshtor!",
scenarios_10_09000,10_09100_1420,@アシュタ,これまでありがとね。,Thank you for everything you've done for us.,
scenarios_10_09000,10_09100_1430,@オシュトル,"ん？
ああ、気をつけ━━ちょっと待て。","Huh? Don't worry about it. Wait, where are you going?",
scenarios_10_09000,10_09100_1440,@アシュタ,な、何……よ？,Wh-Why are you asking?,
scenarios_10_09000,10_09100_1450,@オシュトル,"金物屋は反対だぞ。
やっとこ鍋を買うんじゃなかったのか？",The ironmonger's the opposite way. Weren't you going to buy a yattoko pot?,
scenarios_10_09000,10_09100_1460,@アシュタ,"判ってるわよ！
行くわよ、ナーヴァ。
やっとこ鍋を買いに！","R-Right! I nearly forgot! How silly of me! Let's go, Nava!",
scenarios_10_09000,10_09100_1470,@ナーヴァ,待ってよ、お姉ちゃ～ん……,"Wait up, Ashta!",
scenarios_10_09000,10_09100_1480,@ナーヴァ,お姉ちゃん、よかったね。,It all worked out in the end.,
scenarios_10_09000,10_09100_1490,@アシュタ,…………,...,
scenarios_10_09000,10_09100_1500,@ナーヴァ,……お姉ちゃん？,"Did you hear me, Ashta?",
scenarios_10_09000,10_09100_1510,@アシュタ,……そうね。,"Yes, I did.",
scenarios_10_09000,10_09100_1520,@アシュタ,うん、よかった……,It's a fortunate coincidence.,
scenarios_10_09000,10_09100_1530,@アシュタ,……さよなら、オシュトル。,"Goodbye, Oshtor...",
scenarios_10_10000,10_10000_0000,@Narration,"帝の印が刻まれた建造物がある。
許し無き者がみだりに近付くべきではない。",The Mikado's Emblem on the building marks it as off-limits to those without explicit permission to enter.,
scenarios_10_10500,10_10500_0000,@Narration,床が出現した。,A floor appears in front of you.,
scenarios_10_10500,10_10600_0010,@Narration,床が出現した。,A floor appears in front of you.,
scenarios_10_11000,10_11000_0000,@？,"試練に挑む者よ━━
[汝*なんじ]が覚悟を示せ。",Thou who wouldst take wing—Prove thy resolve.,
scenarios_10_11000,10_11000_0010,@オシュトル,[親父*オヤジ]が越えたんだ、俺も越えてみせる。{D019400}礼の玉祠{D-1},"My old man passed this trial, and so can I.{D019400}礼の玉祠{D-1}",
scenarios_10_11000,10_11100_0020,@碑文,第三の書,Book Three,
scenarios_10_11000,10_11100_0030,@碑文,"大いなる裁きの日
断罪の[弔鐘轟*ちょうしょうとどろ]き
新しき者[討滅*とうめつ]されん","So came again a day of judgment.
Loud tolled the bells repudiation;
across the Earth, the new ones spurned.",
scenarios_10_11000,10_11100_0040,@碑文,"敗残の者地に伏して
悔い改めんとするも
許されること無し","In defeat, they begged forgiveness.
From the dirt, they swore reform.
Nonetheless, they were not pardoned.",
scenarios_10_11000,10_11100_0050,@碑文,"楽土果つる地
『贖罪』に[放逐*ほうちく]されん
全て神ならざる身の[過*あやま]ちなり","Once Paradise, now their exile.
To atone, they were cast out.
Mortal mistakes made at too-mortal hands.",
scenarios_10_11000,10_11100_0060,@ムネチカ,"追放……贖罪……
そうでしたのね。",Cast out to atone... I see. That was their punishment.,
scenarios_10_11000,10_11100_0070,@シューニャ,ムネチカ？,Munechika?,
scenarios_10_11000,10_11100_0080,@ムネチカ,この碑文は、遥か昔に起こった出来事を[綴*つづ]っているのですわ。,These inscriptions recount events from the distant past.,
scenarios_10_11000,10_11100_0090,@シューニャ,"昔の出来事……
どういうこと？
確か、前に書かれていたのって……","These are historical events? But then, the previous parts of this story were real, too?",
scenarios_10_11000,10_11100_0100,@ハル,ああ、すごくざっくり言うとだな、第一の碑文は『どこかの偉い神さんが、人々に救いの手を差し伸べて國を作ってやった』,"Yeah. Remember, in a nutshell, the first story was about some god saving people by making a country for them.",
scenarios_10_11000,10_11100_0110,@ハル,第二の碑文は『強欲な者達がそれに飽き足りず、さらに富や力を求め、越えてはならない線を越えちまった』,"In the second story, those people became greedy and, in their quest for ever more power, they crossed a line they shouldn't have.",
scenarios_10_11000,10_11100_0120,@ハル,"そんで、第三の碑文は……
『それにマジギレした神さんは、そいつらをボコボコにした』と。","And in this third story, the god becomes fed up and punishes them.",
scenarios_10_11000,10_11100_0130,@ハル,で、『連中は必死に謝るも後の祭り。過酷なところへ追いやられた』って感じか。,"They try to placate their god, who chases them off to some unpleasant place ""to atone.""",
scenarios_10_11000,10_11100_0140,@ハル,そこまでするとはねぇ、そうとうブチ切れたんだろうなぁ。,This god must have really been livid.,
scenarios_10_11000,10_11100_0150,@シューニャ,もしかして、これって……,"Wait, this sounds like the story of...",
scenarios_10_11000,10_11100_0160,@ムネチカ,"ええ、大いなる御方の嘆き。
そして、過酷な地へ追放された人々のお話。","That's right, Shunya. The lamentation of a living god, and the banishment of apostates to a hostile land.",
scenarios_10_11000,10_11100_0170,@ムネチカ,アーヴァ＝シュランの民のことですわ。,This is the story of the people of Arva Shulan.,
scenarios_10_11000,10_11100_0180,@オシュトル,"ヒトの尽きぬ欲望がもたらす災い……
[鴉*カラス]たる者、それを知れということか。",Is it a warning to the Ravens that greed ends in disaster?,
scenarios_10_11000,10_11100_0190,@ミカヅチ,"欲望か……
トカラのことといい、[何時*いつ]の世も変わらぬのかもしれんな。","Greed, huh? Makes you think of Tokara. But greed is a vice which has plagued us mortals since times immemorial.",
scenarios_10_11000,10_11100_0200,@シューニャ,"それだけ……なのかな。
この言葉を残したヒト、何だか悲しそうだよ……","Is that the moral of this story? Maybe I'm imagining it, but it sounds to me as if the person who wrote it was very sad.",
scenarios_10_11000,10_11100_0210,@ハル,"そうだな。
案外、自分に対しての戒めなのかもな。",Maybe they meant it as a warning to themselves?,
scenarios_10_11000,10_11100_0220,@ムネチカ,…………,...,
scenarios_10_11000,10_11100_0230,@オシュトル,"（[親父*オヤジ]。
　[親父*オヤジ]はこれを見て、何を思ったんだ……）","(Old man, what did you think when you read this story?)",
scenarios_10_11000,10_11100_0240,@オシュトル,さあ、帝都へ戻ろう。,"Well, let's go back to the capital.",
scenarios_10_11000,10_11200_0250,@碑文,第三の書,Book Three,
scenarios_10_11000,10_11200_0260,@碑文,"大いなる裁きの日
断罪の[弔鐘轟*ちょうしょうとどろ]き
新しき者[討滅*とうめつ]されん","So came again a day of judgment.
Loud tolled the bells repudiation;
across the Earth, the new ones spurned.",
scenarios_10_11000,10_11200_0270,@碑文,"敗残の者地に伏して
悔い改めんとするも
許されること無し","In defeat, they begged forgiveness.
From the dirt, they swore reform.
Nonetheless, they were not pardoned.",
scenarios_10_11000,10_11200_0280,@碑文,"楽土果つる地
『贖罪』に[放逐*ほうちく]されん
全て神ならざる身の[過*あやま]ちなり","Once Paradise, now their exile.
To atone, they were cast out.
Mortal mistakes made at too-mortal hands.",
scenarios_11_01000,11_01000_0000,@ハル,おい、ありゃ……何だ？,What the heck is that?,
scenarios_11_01000,11_01000_0010,@シューニャ,"何あれ？
空で渦がグルグルしてる……","It looks so strange. It's like a whirlpool, but in the sky.",
scenarios_11_01000,11_01000_0020,@シューニャ,何だか、イヤな感じ……,Somehow it makes me feel very uneasy.,
scenarios_11_01000,11_01000_0030,@ミカヅチ,一雨……という雰囲気ではなさそうだな。,"Those aren't normal rain clouds, that's for sure.",
scenarios_11_01000,11_01000_0040,@ムネチカ,妙な胸騒ぎがしますわね……,"It's making me feel anxious, too.",
scenarios_11_01000,11_01000_0050,@オシュトル,ああ。急いで帝都に戻るぞ。,Me too. Let's hurry back to the capital.,
scenarios_11_02000,11_02000_0000,@帝,[余*よ]を呼んだのは[其方*そなた]達か？,You wished to see me?,
scenarios_11_02000,11_02000_0010,@帝,これは……,Oh dear...,
scenarios_11_02000,11_02000_0020,@帝,"ふぅむ……
何者かは知らぬが、帝都の{d019500}結界{d-1}を破るつもりか。",Hmm. It would appear that someone is trying to break the magical {d019500}barrier{d-1} protecting the capital.,
scenarios_11_02000,11_02000_0030,@ホノカ,"我が君。
どうかお下がり下さい。","Your Majesty, please leave this to me.",
scenarios_11_02000,11_02000_0040,@帝,"構わぬ。
この帝都の、[其方*そなた]の結界に挑もうとする者など久しく現れなんだ。","Oh, but it has been so long since anyone last attempted to destroy the barrier.",
scenarios_11_02000,11_02000_0050,@帝,[此奴*こやつ]等が何者か……興味深い。,I'm quite intrigued as to who it might be.,
scenarios_11_02000,11_02000_0060,@ホノカ,この結界は地脈を流れる気を[幾重*いくえ]にも[鎖編*くさりあ]み、[四囲*しい]に張り巡らせたもの。,"My barrier is an intricate weaving of the energy currents from the ley lines, surrounding the city without leaving any gaps.",
scenarios_11_02000,11_02000_0070,@ホノカ,そうそう破れるものでは━━,It will not be broken so—,
scenarios_11_02000,11_02000_0080,@ホノカ,━━ッЧ,Huh?!,
scenarios_11_02000,11_02000_0090,@ホノカ,まさ……か……,Im...possible...,
scenarios_11_02000,11_02000_0100,@ホノカ,まさか、そのような━━,How could this happen?,
scenarios_11_02000,11_02000_0110,@帝,…………,...,
scenarios_11_02000,11_02000_0120,@ウォシス,何が……起こっているのですЧ,What is going on?!,
scenarios_11_02000,11_02000_0130,@ライコウ,"[狼狽*うろた]えるな。
御前であるぞ。",Compose yourself. You are in the presence of His Majesty.,
scenarios_11_02000,11_02000_0140,@帝,"面白い。
この帝都の結界に[罅*ヒビ]を入れるなど……",Fascinating. The attacker managed to create a crack in the barrier.,
scenarios_11_02000,11_02000_0150,@ホノカ,"━━ッ。
二人とも！",—Girls!,
scenarios_11_02000,11_02000_0160,@ホノカ,"神聖なる帝都にて、これ以上の[狼藉*ろうぜき]、許すわけにはいきません。
押し返します。",This a serious risk to the Imperial Capital. We shall repel the opposing force and reseal the gap.,
scenarios_11_02000,11_02000_0170,@ホノカ,クッ……,Nrgh...,
scenarios_11_02000,11_02000_0180,@ホノカ,まさか、結界が浸食されて━━,It can't be... They eroded the barrier?!,
scenarios_11_02000,11_02000_0190,@帝,"[成程*なるほど]の。
地脈を乗っ取りおったか。",I see. They have hijacked the ley lines.,
scenarios_11_02000,11_02000_0220,@帝,"おそらくは時限式。
それも周到に膳立てしたのであろう。
[其方*そなた]でも気付けまいて。","It must have happened so gradually, over such a long time, that it escaped even your notice.",
scenarios_11_02000,11_02000_0230,@ホノカ,ッ……,...,
scenarios_11_02000,11_02000_0240,@帝,"許せ。
このことを想定していなかった[余*よ]の不手際である。",Forgive my ineptitude. I had not foreseen that such an attack could happen.,
scenarios_11_02000,11_02000_0250,@ホノカ,な、何を[仰*おっしゃ]られるのです。,"Y-Your Majesty, what are you saying?",
scenarios_11_02000,11_02000_0260,@ホノカ,押し返して御覧に━━,Surely the enemy can still be forced back?,
scenarios_11_02000,11_02000_0270,@ホノカ,そん……な……,Are you saying... they cannot?,
scenarios_11_02000,11_02000_0280,@帝,"だが[彼奴*あやつ]等が何者か……
目星がついた。","At the very least, I have discerned their identity.",
scenarios_11_02000,11_02000_0290,@ホノカ,……我が君？,Your Majesty?,
scenarios_11_02000,11_02000_0300,@ライコウ,転移陣……,A teleportation sigil...,
scenarios_11_02000,11_02000_0310,@ライコウ,ヴライ。,Vurai.,
scenarios_11_02000,11_02000_0320,@ヴライ,我の前にだけは立つな。,Do not stand in my way.,
scenarios_11_02000,11_02000_0330,@ウォシス,まさか、アーヴァ＝シュランの……,Are these invaders from Arva Shulan?,
scenarios_11_02000,11_02000_0340,@ライコウ,"イヅモの乱。
そういうことか。",This explains the attack on Izumo.,
scenarios_11_02000,11_02000_0350,@ウォシス,"イヅモの乱？
かの連中はディコトマ殿が命を賭して[退*しりぞ]けたはず。","But Sir Dikotoma drove them back, sacrificing himself to protect Yamato.",
scenarios_11_02000,11_02000_0360,@ライコウ,"[小癪*こしゃく]な真似を。
すべてはあの術士達を帝都へ送り込む為の布石というわけか。",That foray into our territory was merely to lay the groundwork for an attack on the capital.,
scenarios_11_02000,11_02000_0370,@ライコウ,聖上━━,Your Majesty.,
scenarios_11_02000,11_02000_0380,@帝,構わぬ。,Stand down.,
scenarios_11_02000,11_02000_0390,@シャントゥーラ,"[招聘*しょうへい]に御応じ下さり、誠に感謝いたします。
いと尊き[御方*おかた]。","Thank you for this opportunity to speak with you, Your Illustriousness.",
scenarios_11_02000,11_02000_0400,@帝,"久しいの……
ホタルよ。","I had not thought to see you again, Hotaru.",
scenarios_11_02000,11_02000_0410,@ホノカ,……ホタル？,Hotaru?,
scenarios_11_02000,11_02000_0420,@シャントゥーラ,"初代様のこと……
覚えていて下さいましたか。",Ah. I see you still remember the Founder.,
scenarios_11_02000,11_02000_0430,@帝,"忘れようものか。
我が愛しき子らのことを。",How could I forget a dear child of mine?,
scenarios_11_02000,11_02000_0440,@シャントゥーラ,"[私*わたくし]は[教皇*シャントゥーラ]。
初代様の因子を受け継ぎし者に御座います。","I am the Shantuura, descendant of the Founder.",
scenarios_11_02000,11_02000_0450,@帝,……そうか。,I see.,
scenarios_11_02000,11_02000_0460,@帝,"そうであるな……
あれから永き月日が経った。
生きていよう[筈*はず]もない。","For a moment, I thought you were her, but of course she could not still be alive. Aeons have passed since I last saw her.",
scenarios_11_02000,11_02000_0470,@帝,"ならば汝に問う。
これは何の真似であるか。",Will you explain to me what it is you are trying to achieve here?,
scenarios_11_02000,11_02000_0480,@帝,"[此度*こたび]の[狼藉*ろうぜき]。
ヤマトに仇なす為とみて相違ないな？","I would like to believe your intentions are not hostile, yet your incursions on Yamato territory make me think otherwise.",
scenarios_11_02000,11_02000_0490,@シャントゥーラ,"数々の無礼、[御寛恕*ごかんじょ]下さい。
こうでもしなければ、[私*わたくし]達がこの地に帰ること適いませんでした。","Please, if you would forgive us such indecorous methods. We had no other means of gaining re-entry to this land.",
scenarios_11_02000,11_02000_0500,@帝,"イヅモの件、忘れたとは言わせぬぞ。
それを許せと？","I cannot turn a blind eye to your actions in Izumo, yet you ask me for forgiveness?",
scenarios_11_02000,11_02000_0510,@シャントゥーラ,[私*わたくし]共はこの命を賭してでも、貴方様にお目通り願わなくてはならなかったのです。,"It was imperative that I see Your Illustriousness, even were I to risk my life to do so.",
scenarios_11_02000,11_02000_0520,@帝,汝らの帰還を許した覚えはない。,I do not recall giving you and yours permission to return to Yamato.,
scenarios_11_02000,11_02000_0530,@シャントゥーラ,"承知に……存じます。
すべては[私*わたくし]めの[咎*とが]。
アーヴァ＝シュランの民には何の罪もありません。",You have not. Yet the people of Arva Shulan are not to blame. It was me who made the decision to break the taboo.,
scenarios_11_02000,11_02000_0540,@帝,…………,...,
scenarios_11_02000,11_02000_0550,@帝,"そうであるか。
申してみよ、その理由とやらを。",So you take full responsibility. I wish to know why you have done this.,
scenarios_11_02000,11_02000_0560,@ホノカ,━━我が君Ч,"Your Majesty, does it even matter why?!",
scenarios_11_02000,11_02000_0570,@帝,覚悟ある者の[祷*いの]りとあらば、無下には出来ぬ。,One cannot dismiss a supplicant who comes asking in earnest.,
scenarios_11_02000,11_02000_0580,@シャントゥーラ,"今……アーヴァ＝シュランは未曾有の危機に[瀕*ひん]しております。
どうかその御力で、我等が民をお救い下さい。","My land, Arva Shulan, is facing an unprecedented threat. I have come to ask you to save us, for I know it is not beyond your power.",
scenarios_11_02000,11_02000_0590,@シャントゥーラ,どうか、どうか━━,"I beg you, Your Illustriousness, to take pity on us.",
scenarios_11_02000,11_02000_0600,@帝,救え……か。,You ask for my help?,
scenarios_11_02000,11_02000_0610,@帝,"あの時……
[余*よ]は[其方*そなた]等をヤマトより追放せねばならなかった。","A long time ago, I had to banish your people from Yamato.",
scenarios_11_02000,11_02000_0620,@帝,だが、何もないまま彼の地へ追い遣るは、あまりに不憫。,Yet I am not so cruel as to send people to their death in a land where they cannot survive.,
scenarios_11_02000,11_02000_0630,@帝,故に、[余*よ]は[其方*そなた]等に秘宝を与えた。,Which is why I gave you a very special treasure to take with you.,
scenarios_11_02000,11_02000_0640,@帝,『[生命樹*アクシャナ]』という名の秘宝をな。,I gave you the Akushana.,
scenarios_11_02000,11_02000_0650,@シャントゥーラ,…………,...,
scenarios_11_02000,11_02000_0660,@帝,[生命樹*アクシャナ]は病原体や獣などの脅威を遠ざけ、ヒトが生きるに最適な環境をもたらす。,The Akushana wards off wild beasts and protects you from illness. It makes even the harshest environments hospitable.,
scenarios_11_02000,11_02000_0670,@帝,その[下*もと]であれば、貧しくとも平穏な暮らしが約束されよう。,"While it cannot ensure your nation prospers, it keeps you safe.",
scenarios_11_02000,11_02000_0680,@帝,"そして大地と共に生きるが良い。
そう願って━━",I hoped that you would learn to live in Arva Shulan peacefully.,
scenarios_11_02000,11_02000_0690,@帝,"そう……
願っておったのだがな。",Perhaps my hopes were misplaced.,
scenarios_11_02000,11_02000_0700,@シャントゥーラ,その[御慈悲*ごじひ]、一度たりとも忘れたことはありません。,"We have not forgotten what you have done for us, in your great kindness.",
scenarios_11_02000,11_02000_0710,@帝,ならば何故、[生命樹*アクシャナ]に手を出した。,Then why did you tamper with the Akushana I gave you?,
scenarios_11_02000,11_02000_0720,@帝,[権能*けんのう]を活性化させるため、過度な成長を[促*うなが]すとは。,"You cultivated it such that it reached excessive proportions, in the hope it would grant you more benefits.",
scenarios_11_02000,11_02000_0730,@帝,"そればかりか、アーヴァ＝シュラン全土へ植樹し、広大で[肥沃*ひよく]な大地を手に入れたのだ。
満足であろう。","You propagated it from cuttings, planting new trees all across your land, which made the soils fertile. Should that not have satisfied you?",
scenarios_11_02000,11_02000_0740,@シャントゥーラ,"…………はい。
アーヴァ＝シュランはかつて無い繁栄を[迎*むか]えることとなりました。",The Akushanas allowed us to build a thriving nation.,
scenarios_11_02000,11_02000_0750,@シャントゥーラ,全土に広がった[生命樹*アクシャナ]の加護により、飢えや病、[化物*ケモノ]に脅える必要もなくなったのですから。,"They protected us from monsters, eliminated disease, and allowed us to grow plentiful crops to feed everyone.",
scenarios_11_02000,11_02000_0760,@帝,その結果が、これぞ。,And now this is the result.,
scenarios_11_02000,11_02000_0770,@帝,"[何故*なにゆえ]……
[何故*なにゆえ]、過去と同じ過ちを繰り返す。",Why do you keep repeating the same mistakes?,
scenarios_11_02000,11_02000_0780,@帝,その傲慢さと尽きぬ欲が招いたことだと、何故判らぬ。,Why do you not understand the disaster both greed and arrogance bring about?,
scenarios_11_02000,11_02000_0790,@帝,[生命樹*アクシャナ]を[御*ぎょ]せると思うなど……,You attempted to control the power of Akushana.,
scenarios_11_02000,11_02000_0800,@帝,"生命とは[斯*か]くも儚いものか……
[其方*そなた]等もまた『人』と同じ過ちを……",But living beings are too frail. You twisted yourselves just as the ancients once did.,
scenarios_11_02000,11_02000_0810,@シャントゥーラ,…………,...,
scenarios_11_02000,11_02000_0820,@帝,気付いていよう。,Have you not realized?,
scenarios_11_02000,11_02000_0830,@帝,[歪*いびつ]に変じた[生命樹*アクシャナ]の権能を浴び続けた為、[其方*そなた]等は外なる地で生きられぬ[躰*からだ]となってしまったことに。,You have corrupted the Akushana such that prolonged exposure to their power renders your bodies unable to survive in other environments.,
scenarios_11_02000,11_02000_0840,@帝,流行り病の原因は、その[歪*いびつ]な[生命樹*アクシャナ]が枯れ始めたせいだということに。,The sickness that now plagues you was caused by your Akushanas withering away.,
scenarios_11_02000,11_02000_0850,@シャントゥーラ,…………はい。,We have.,
scenarios_11_02000,11_02000_0860,@シャントゥーラ,[私*わたくし]共の愚かしさは重々承知しております。,I acknowledge our foolishness.,
scenarios_11_02000,11_02000_0870,@シャントゥーラ,その上で、お頼み申し上げます。,"Still, I ask for your help.",
scenarios_11_02000,11_02000_0880,@シャントゥーラ,どうか御慈悲を。,Please show us mercy.,
scenarios_11_02000,11_02000_0890,@シャントゥーラ,彼の地に侵攻したこと。,Punish me for the attack on Izumo.,
scenarios_11_02000,11_02000_0900,@シャントゥーラ,断り無く御身に拝謁したこと。,Punish me for intruding in your palace.,
scenarios_11_02000,11_02000_0910,@シャントゥーラ,何をもってしても、決して赦されることではありません。,I do not expect to be forgiven.,
scenarios_11_02000,11_02000_0920,@シャントゥーラ,"ですが……
ですがアーヴァ＝シュランの民だけは、大いなる[御技*みわざ]をもって、どうかお救い下さい。","But I beg you, save my people. Save Arva Shulan with your divine powers.",
scenarios_11_02000,11_02000_0930,@シャントゥーラ,願い叶うなら、この首、喜んで差し出しましょう。,"Save my people, and I will gladly take my own life.",
scenarios_11_02000,11_02000_0940,@帝,……………………,...,
scenarios_11_02000,11_02000_0950,@帝,罪は問わぬ。,That will not be necessary.,
scenarios_11_02000,11_02000_0960,@帝,[其方*そなた]等が味わった辛苦には、[余*よ]も思うところが無いわけではない。,It would be an untruth were I to say I have no sympathy for your suffering.,
scenarios_11_02000,11_02000_0970,@シャントゥーラ,では━━,Then will you—,
scenarios_11_02000,11_02000_0980,@帝,…………,...,
scenarios_11_02000,11_02000_0990,@帝,だが救うことは……出来ぬ。,No. I cannot save you.,
scenarios_11_02000,11_02000_1000,@帝,[最早*もはや][其方*そなた]等は、ヤマトに帰ることも[生命樹*アクシャナ]の呪縛から逃れることも適わぬ。,"It is too late for you to return to Yamato, or to unbind yourselves from the Akushanas.",
scenarios_11_02000,11_02000_1010,@シャントゥーラ,………………,...,
scenarios_11_02000,11_02000_1020,@シャントゥーラ,"永い……
永遠とも思える[刻*とき]の中。",So many lifetimes ago that one could call it an eternity.,
scenarios_11_02000,11_02000_1030,@シャントゥーラ,"[私*わたくし]共は贖罪の為、[行*ぎょう]を積んでまいりました。
そう、刻という名の[代贖*たいか]を。","We humbly began our penance, waiting patiently for time to slowly erase our sins.",
scenarios_11_02000,11_02000_1040,@シャントゥーラ,いつの日か、お赦しいただけると信じて。,We believed a day would surely come when we would be forgiven.,
scenarios_11_02000,11_02000_1050,@シャントゥーラ,"それでも、まだ……
まだ[償*つぐな]い足りぬと[仰*おっしゃ]られるのですか！","Yet even now, you say we have not suffered enough?!",
scenarios_11_02000,11_02000_1060,@シャントゥーラ,アーヴァ＝シュランの民をお見捨てになると[仰*おっしゃ]られるのですか！,Are you truly abandoning the people of Arva Shulan?!,
scenarios_11_02000,11_02000_1070,@帝,…………,...,
scenarios_11_02000,11_02000_1080,@ホノカ,"控えなさい。
それ以上、我が君への無礼、許しません。","That is enough. You are being disrespectful towards His Majesty. I ask you to leave of your own volition, or else I shall make you.",
scenarios_11_02000,11_02000_1090,@帝,構わぬ。,I shall pardon her outburst.,
scenarios_11_02000,11_02000_1100,@ホノカ,ですが━━,"But, Your Majesty...",
scenarios_11_02000,11_02000_1110,@ウォシス,これは、一体……,What's going on?,
scenarios_11_02000,11_02000_1120,@ウォシス,{d019700}[聖廟*せいびょう]{d-1}の制御機構に、何者かが不正接続しています。,Someone has gained unauthorized access to the {d019700}mausoleum{d-1} control system.,
scenarios_11_02000,11_02000_1130,@ホノカ,"そんなこと……
あり得ません。",You must be mistaken. That is not possible.,
scenarios_11_02000,11_02000_1140,@シャントゥーラ,…………,...,
scenarios_11_02000,11_02000_1150,@ホノカ,まさか、貴方がЧ,Is this your doing?!,
scenarios_11_02000,11_02000_1160,@帝,ホタルのアクセスキーか……,"Ah, you used Hotaru's access key, then.",
scenarios_11_02000,11_02000_1170,@シャントゥーラ,"[御心*みこころ]……
しかと[承*うけたまわ]りました。",I see now where you stand on the matter of my ailing country.,
scenarios_11_02000,11_02000_1180,@帝,むっЧ,Oh?,
scenarios_11_02000,11_02000_1190,@シャントゥーラ,天は[私*わたくし]共を見放したのですね。,We have been disowned.,
scenarios_11_02000,11_02000_1200,@シャントゥーラ,なれば初代様が追放の[折*おり]、貴方様から[賜*たまわ]った[御言葉*みことば]通り、命運は[自*みずか]らの手で切り開くこととしましょう。,"Do you remember your parting words to our founder? ""Forge your own destiny anew."" Well, this is the path we now choose.",
scenarios_11_02000,11_02000_1210,@シャントゥーラ,━━マヤカゥア、ナラクファラ。,Mayacowl. Narakfala.,
scenarios_11_02000,11_02000_1220,@シャントゥーラ,これを。,Take this.,
scenarios_11_02000,11_02000_1230,@シャントゥーラ,"{d019800}ターミナル＝ノア{d-1}のアクセスキーです。
これがあれば最深部まで行くことができるでしょう。","This is the access key for {d019800}Terminal Noah{d-1}. With this, you will be able to reach the deepest level.",
scenarios_11_02000,11_02000_1240,@シャントゥーラ,我等アーヴァ＝シュランの大願を果たすのです。,I shall save my people.,
scenarios_11_02000,11_02000_1250,@マヤカゥア・ナラクファラ,御意に。,"Yes, venerable Shantuura.",
scenarios_11_02000,11_02000_1260,@ナラクファラ,"フフ、こうなることは占いで判っていたからね。
何も問題ないよ。","Heheh. I had divined this would happen, and so I have come prepared.",
scenarios_11_02000,11_02000_1270,@マヤカゥア,同志諸君、これより我等は死兵となる。,We shall carry out your commands without fear of death.,
scenarios_11_02000,11_02000_1280,@マヤカゥア,未来が為、[教皇*シャントゥーラ]様が[御為*おんため]に、[身魂*しんこん]を捧げようではないか。,Our lives and souls are trivial sacrifices if it is for the Shantuura and for Arva Shulan's future!,
scenarios_11_02000,11_02000_1290,@ホノカ,"ハッЧ
行かせてはなりません！",What?! Do not let them pass!,
scenarios_11_02000,11_02000_1300,@ヴライ,ぬぅぅぅぅぅッЦ,Hrrraaaaagh!,
scenarios_11_02000,11_02000_1310,@マヤカゥア,ふッ！,Pfft!,
scenarios_11_02000,11_02000_1320,@ライコウ,ヴライ、御前であるぞ。,"Vurai, you are in His Majesty's presence.",
scenarios_11_02000,11_02000_1330,@ヴライ,"なればこそ。
この[狼藉*ろうぜき]、万死に値するッ！",Exactly why I'm doing this. They must pay for the mess that they've made!,
scenarios_11_02000,11_02000_1340,@ヴァルガ,"おっと。
テメェの相手はこの俺だ。","Hey there, ugly. I'm your opponent.",
scenarios_11_02000,11_02000_1350,@ヴライ,ぬぅЧ,Hrng?!,
scenarios_11_02000,11_02000_1360,@ヴァルガ,"さっさと行きな。
未来が為、って言葉くれえは信じてやる。",You guys go ahead. I'll at least believe you're truly working for Arva Shulan's future.,
scenarios_11_02000,11_02000_1370,@マヤカゥア,"ふむ……
ならば約束しよう。
我等に未来を。",Fine. I promise not to disappoint you.,
scenarios_11_02000,11_02000_1380,@ヴライ,ぬうぅぅぅぅッ！,Nrrrrgh!,
scenarios_11_02000,11_02000_1390,@ヴァルガ,おうおう、どうした？,"Buddy, are you okay?",
scenarios_11_02000,11_02000_1400,@ヴァルガ,顔に似合わず[随分*ずいぶん]と優しいんだな。,"Despite your bad boy looks, you're nothing but a softie.",
scenarios_11_02000,11_02000_1410,@ヴァルガ,まさかとは思うが、それが本気とか言わねえだろうな？,"You were just fooling around, weren't you? Surely this couldn't be the extent of your power.",
scenarios_11_02000,11_02000_1420,@ヴァルガ,遠慮せずに、自慢の[仮面*アクルカ]とやらを使ったらどうだ。,"Why don't you ask that mask of yours for a little boost? Because let's face it, you really need it.",
scenarios_11_02000,11_02000_1430,@ヴァルガ,使えるんならなァ！,"Unless you don't even know how to use it, that is!",
scenarios_11_02000,11_02000_1440,@ヴライ,貴様ァ！,Insolence!,
scenarios_11_02000,11_02000_1450,@ライコウ,この者等、[仮面*アクルカ]の特性を知っている……？,They know about the akuruka's powers?,
scenarios_11_02000,11_02000_1460,@シャントゥーラ,"尊き御方。
貴方様は慈悲深く……とても残酷です。","O' Illustrious One, you are cruel in your mercy.",
scenarios_11_02000,11_02000_1470,@シャントゥーラ,大樹の海より深きその愛は甘く、蜜よりも甘く……猛毒。,"Your love for your people is deeper than the deepest sea, sweeter than honey. Yet it is a poison.",
scenarios_11_02000,11_02000_1480,@ホノカ,━━ッ！,!,
scenarios_11_02000,11_02000_1490,@帝,…………,...,
