"scenario_dir","Label","CharacterName","ja","ko"
"scenarios_20_06000","20_06000_0450","@オシュトル","師匠が、ただの一矢……","스승님이, 겨우 한 방……"
"scenarios_20_06000","20_06000_0460","@ミカヅチ","とても信じられん。","정말 믿기지 않아."
"scenarios_20_06000","20_06000_0470","@ディコトマ","伯父貴だけじゃないぞ。
あっちには盛りの頃の俺ですら手も足も出ねぇ奴が他にもわんさかいたからな。","큰아버지만이 아니야.
거기엔 한창때의 나조차 상대도 안 되는 녀석들이 잔뜩 있었으니까."
"scenarios_20_06000","20_06000_0480","@ムネチカ","修羅の國……","수라의 나라……"
"scenarios_20_06000","20_06000_0490","@シューニャ","おお～、いつか行ってみたいね、その島の國。","오오~ 언젠가 가보고 싶다, 그 섬나라."
"scenarios_20_06000","20_06000_0491","@ミカヅチ","うむ！","응!"
"scenarios_20_06000","20_06000_0500","@ハル","おい、やめろ。
俺は行かんぞ。","야, 그만둬라.
나는 안 간다."
"scenarios_20_06000","20_06000_0510","@ムネチカ","その伯父上様は今いずこに？","그 큰아버지께서는 지금 어디에 계시나요?"
"scenarios_20_06000","20_06000_0520","@ディコトマ","さてな。あれから随分経つ。
今頃どうしているのやら……","글쎄다. 그 후로 꽤 시간이 흘렀지.
지금쯤 어떻게 지내고 있을지……"
"scenarios_20_06000","20_06000_0530","@ディコトマ","生きてたとしても相当なジイさんだが、死んでるところが想像できん。","살아 있다 해도 꽤 된 노인일 텐데, 죽은 모습은 상상이 안 가."
"scenarios_20_06000","20_06000_0540","@ハル","ジジイか、今なら余裕で――","노인이라, 지금이라면 쉽게――"
"scenarios_20_06000","20_06000_0550","@ディコトマ","いや、まったく勝てる気がせん。
今思い返しても身震いしやがる。","아니, 전혀 이길 것 같지 않아.
지금 생각해도 몸이 떨린다니까."
"scenarios_20_06000","20_06000_0560","@ディコトマ","だが、俺も歳を食ったのか、師匠の想いが理解できた……","하지만 나도 나이를 먹어서 그런지, 스승님의 마음을 이해하게 됐어……"
"scenarios_20_06000","20_06000_0570","@ディコトマ","まったく、そういうのはちゃんと口にして言ってくれっての……","정말이지, 그런 건 제대로 말로 해줬으면 좋겠는데……"
"scenarios_20_06000","20_06000_0580","@ディコトマ","いや、餓鬼の俺じゃあ、聞いてたとしても呑み込めんか……","아니, 어린 나로선 들었다 해도 이해 못 했겠지……"
"scenarios_20_07000","20_07000_0000","@ディコトマ","見てみろよ、大した晴れっぷりだぜ、おい。","봐라, 엄청 화창한 날씨잖아, 이봐."
"scenarios_20_07000","20_07000_0010","@ディコトマ","こういう陽気な日にゃあな、パシュパクルと朝から晩まで[呑*の]んで、二人してトリコリに絞られたモンだ。","이런 화창한 날엔 말이지, 파쉬파쿠르랑 아침부터 밤까지 마시고, 둘이서 토리코리한테 혼나곤 했지."
"scenarios_20_07000","20_07000_0020","@シューニャ","……ねぇ、父さまとおじちゃんって、どういう関係だったの？
いつもずーっと飲んでたんじゃないんでしょ？","……저기, 아버지랑 아저씨는 어떤 사이였어?
항상 계속 술만 마신 건 아니었지?"
"scenarios_20_07000","20_07000_0030","@オシュトル","こら、失礼だぞ。","이봐, 실례잖아."
"scenarios_20_07000","20_07000_0040","@ディコトマ","いいさ、当たらずとも遠からずってところだ。","괜찮아, 완전히 틀린 말도 아니니까."
"scenarios_20_07000","20_07000_0050","@シューニャ","それじゃ全然わかんないよ。","그럼 전혀 모르겠어."
"scenarios_20_07000","20_07000_0060","@ディコトマ","ふむ、そんなに俺と奴の関係を知りたいか。
いいさ、教えてやるぜ……","흠, 그렇게 나랑 그 녀석의 관계가 궁금해?
좋아, 알려주지……"
"scenarios_20_07000","20_07000_0070","@オシュトル","……ッ。","……큭."
"scenarios_20_07000","20_07000_0080","@ディコトマ","ま、何てこたァねェ、[親友*ダチ]ってヤツよ。","뭐, 별거 아니야, 친구라는 거지."
"scenarios_20_07000","20_07000_0090","@ハル","おいおい、勿体ぶってそれかよっ。","어이 어이, 그렇게 뜸 들이더니 그거냐."
"scenarios_20_07000","20_07000_0100","@ディコトマ","いいじゃねぇか。
[親友*ダチ]を[親友*ダチ]と呼ぶなんざ、そうそうあることじゃねえ。
そのうちお前らにもわかるさ。","괜찮잖아.
 친구를 친구라 부르는 일은 그렇게 흔치 않거든.
언젠가 너희도 알게 될 거야."
"scenarios_20_07000","20_07000_0110","@ミカヅチ","どうだかな。","글쎄다."
"scenarios_20_07000","20_07000_0120","@オシュトル","……ああ、どうだか。","……그래, 글쎄."
"scenarios_20_07000","20_07000_0130","@ディコトマ","ふふん。
だがな、正直に言うと……","흥.
하지만 솔직히 말하면……"
"scenarios_20_07000","20_07000_0140","@ディコトマ","…………","…………"
"scenarios_20_07000","20_07000_0150","@ディコトマ","……あいつはスゲェ奴だったよ。","……그 녀석은 정말 대단한 놈이었지."
"scenarios_20_07000","20_07000_0160","@ディコトマ","力量から言って、八柱将になる道もあったはずだった。","실력만 놓고 보면, 팔주장이 될 수도 있었을 거야."
"scenarios_20_07000","20_07000_0170","@シューニャ","さすが父さま！","역시 아버지!"
"scenarios_20_07000","20_07000_0180","@ディコトマ","だが、奴は……","하지만, 그 녀석은……"
"scenarios_20_07000","20_07000_0190","@ディコトマ","あの時、[鴉*カラス]として彼の國に赴けるのは、二人だけに絞られていた。","그때, 카라스로서 그의 나라에 갈 수 있었던 건, 두 명으로 좁혀졌었지."
"scenarios_20_07000","20_07000_0200","@ムネチカ","二人……？","두 명……?"
"scenarios_20_07000","20_07000_0210","@ディコトマ","パシュパクルと、俺だ。","파쉬파쿠르랑, 나였어."
"scenarios_20_07000","20_07000_0220","@オシュトル","（そうか、[鴉*カラス]について詳しく、試練の許可も与えられ
　る権限があったのは、八柱将としてではなく━━）","(그렇구나, 카라스에 대해 잘 알고, 시련의 허가도 줄 수 있었던 건, 팔주장으로서가 아니라━━)
"
"scenarios_20_07000","20_07000_0230","@ディコトマ","だがな、俺の頭にゃ出来の悪い息子の顔が一瞬浮かんじまった。","하지만 말이지, 내 머릿속에 못난 아들 얼굴이 잠깐 떠올랐어."
"scenarios_20_07000","20_07000_0240","@ディコトマ","その迷いを気取られたのかもしれん。
奴は俺よりも先に手を挙げ、見事任に選ばれたって訳だ。","그 망설임을 눈치챘던 걸지도 모르지.
그 녀석이 나보다 먼저 손을 들고, 멋지게 임무에 뽑혔다는 거야."
"scenarios_20_07000","20_07000_0250","@ディコトマ","てめぇにも……いや……","너도…… 아니……"
"scenarios_20_07000","20_07000_0260","@ディコトマ","…………","…………"
"scenarios_20_07000","20_07000_0270","@ディコトマ","オシュトル。
奴のことを、薄情だと恨むな。
お前なら、判るはずだ。","오슈토르.
그 녀석을, 매정하다고 원망하지 마라.
너라면, 이해할 수 있을 거다."
"scenarios_20_07000","20_07000_0280","@オシュトル","……はい。","……네."
"scenarios_20_07000","20_07000_0290","@ディコトマ","ついでにもうひとつだ。
時々でいい、お前らもこうして酒に付き合え。","참, 한 가지 더다.
가끔은 이렇게 술도 같이 마셔줘라."
"scenarios_20_07000","20_07000_0300","@ディコトマ","[莫迦*バカ]な[呑*の]み方に付き合わせるなとトリコリにまた叱られそうだがな、ククク。","바보 같은 술자리에 끌려다닌다고 토리코리한테 또 혼날 것 같지만, 크크크."
"scenarios_20_08000","20_08000_0000","@オシュトル","あの二人━━","그 두 사람━━"
"scenarios_20_08000","20_08000_0010","@シューニャ","ねぇ、こんなところで何してるの？","저기, 이런 데서 뭐 하고 있어?"
"scenarios_20_08000","20_08000_0020","@双子","…………","…………"
"scenarios_20_08000","20_08000_0030","@オシュトル","（相変わらず無口な双子だ……）","(여전히 말 없는 쌍둥이네……)"
"scenarios_20_08000","20_08000_0040","@双子","…………","…………"
"scenarios_20_08000","20_08000_0050","@ハル","ん？
俺のモチモチボディに興味があるのか？
いやぁ、モテる男はツラいねぇ。","응?
내 말랑말랑한 몸에 관심 있어?
아휴, 인기 많은 남자는 힘들다니까."
"scenarios_20_08000","20_08000_0060","@ハル","おぉ━━あれ……どこに行くんだ？
おーい……","오━━어라…… 어디 가는 거야?
어이……"
"scenarios_20_08000","20_08000_0070","@オシュトル","ってコラコラ、勝手に持っていくな！","야야, 멋대로 가져가지 마!"
"scenarios_20_08000","20_08000_0080","@シューニャ","そのコ、うちのコだよ！","그 애, 우리 집 애야!"
"scenarios_20_08000","20_08000_0090","@ミカヅチ","さも当然な顔で[攫*さら]っていったな。","아무렇지 않은 얼굴로 납치해 갔네."
"scenarios_20_08000","20_08000_0100","@ムネチカ","当然過ぎて反応出来ませんでしたわ。","너무 당연해서 반응도 못 했어요."
"scenarios_20_08000","20_08000_0110","@双子","…………","…………"
"scenarios_20_08000","20_08000_0120","@シューニャ","判った？
ヒトのモノは盗っちゃダメなんだよ？
欲しかったらちゃんとお店で買うコト！","알았지?
남의 물건은 훔치면 안 돼?
갖고 싶으면 꼭 가게에서 사야 해!"
"scenarios_20_08000","20_08000_0130","@オシュトル","（野菜泥棒が何か言ってる……）","(채소 도둑이 할 말은……)"
"scenarios_20_08000","20_08000_0140","@双子","…………","…………"
"scenarios_20_08000","20_08000_0150","@シューニャ","むーり、売るのもダーメ！
これひとつしかないんだから！","안 돼, 팔아도 안 돼!
이거 하나밖에 없는 거니까!"
"scenarios_20_08000","20_08000_0160","@ハル","その通り、一品物のカスタムオーダーメイドなんだからな。","맞아, 단 하나뿐인 맞춤 주문품이거든."
"scenarios_20_08000","20_08000_0170","@ムネチカ","やっぱり一品物だったんですね。","역시 단 하나뿐인 물건이었군요."
"scenarios_20_08000","20_08000_0180","@ミカヅチ","あれがたくさん売られているところなぞ、想像したくもない。","저게 많이 팔리는 곳은…… 상상도 하고 싶지 않네요."
"scenarios_20_08000","20_08000_0190","@ムネチカ","それはそれでかわ……コホン、何でもありませんわ。","그건 그거대로 귀…… 콜록, 아무것도 아니에요."
"scenarios_20_08000","20_08000_0200","@双子","…………","…………"
"scenarios_20_08000","20_08000_0210","@シューニャ","ちゃんと判ってくれた？それじゃあ……","제대로 이해했지? 그럼……"
"scenarios_20_08000","20_08000_0220","@シューニャ","って持って行っちゃダメだってば～っ！","그러니까 가져가면 안 된다니까~!"
"scenarios_20_11000","20_11000_0000","@ディコトマ","オシュトルか、いいところに来た。
ちっとだけ稽古を付けてやるから構えな。","오슈토르구나, 잘 왔다.
잠깐만 상대해줄 테니 자세 잡아봐."
"scenarios_20_11000","20_11000_0010","@オシュトル","!!","!!"
"scenarios_20_11000","20_11000_0020","@オシュトル","はい！
よろしくお願いします！","네!
잘 부탁드립니다!"
"scenarios_20_11000","20_11000_0030","@ディコトマ","いい返事だ。
さぁ、いつでもいいぜ、打ち込んで来な。","좋은 대답이다.
자, 언제든 괜찮으니 덤벼봐."
"scenarios_20_11000","20_11000_0040","@オシュトル","応！","응!"
"scenarios_20_11000","20_11000_0050","@オシュトル","…………","…………"
"scenarios_20_11000","20_11000_0060","@ディコトマ","…………","…………"
"scenarios_20_11000","20_11000_0070","@オシュトル","━━ッ！","━━!"
"scenarios_20_11000","20_11000_0080","@ディコトマ","…………","…………"
"scenarios_20_11000","20_11000_0090","@オシュトル","（何故だ！
　何故打てない！？
　構えているだけなのに……）","(왜지!
 왜 공격할 수 없는 거지!?
 그냥 자세만 잡고 있는데……)"
"scenarios_20_11000","20_11000_0100","@ディコトマ","ふわぁ～あ。
早くせんと日が暮れちまうぜ？","하암~.
빨리 안 하면 해 질 텐데?"
"scenarios_20_11000","20_11000_0110","@オシュトル","（どこから打ち込めば……）","(어디서 공격해야……)"
"scenarios_20_11000","20_11000_0120","@ディコトマ","…………","…………"
"scenarios_20_11000","20_11000_0130","@ディコトマ","━━ま、最初はこんなもんだろ。
立って構えていられただけでも上々さ。","━━ 뭐, 처음엔 이런 거지.
서서 자세 잡고 있기만 해도 잘한 거야."
"scenarios_20_11000","20_11000_0140","@オシュトル","……？","……?"
"scenarios_20_11000","20_11000_0150","@ディコトマ","並の駆け出しなら堪え切れずに後ずさるのが関の山、その場に座り込んじまう奴もいる。","보통 초보자라면 버티지 못하고 뒤로 물러서거나, 그 자리에 주저앉아 버리지."
"scenarios_20_11000","20_11000_0160","@ディコトマ","それが軟弱ってわけじゃねえぞ。
相手の強さを推し量れるのも、やせ我慢と同じ技量ってやつだ。","그렇다고 해서 약하다는 건 아니야.
상대의 강함을 가늠할 수 있는 것도, 억지로 버티는 것도 실력의 일부지."
"scenarios_20_11000","20_11000_0170","@ディコトマ","ガハハハハ、精々期待してるぜ、オシュトル坊主？","가하하하하, 기대하고 있다, 오슈토르 꼬마?"
"scenarios_20_11000","20_11000_0180","@オシュトル","ッ!!","크!!"
"scenarios_20_11000","20_11000_0190","@ディコトマ","ククッ、緊張の糸が解けたか。","크크, 긴장이 풀렸나 보군."
"scenarios_20_11000","20_11000_0200","@オシュトル","（知らぬ間に筋肉が硬直してしまっていたのか……
　情けない）","(모르는 사이에 근육이 굳어버렸던 건가……
 한심하군)"
"scenarios_20_11000","20_11000_0210","@オシュトル","（だが次こそはきっと、打ち込めるようになってみせ
　る！）","(하지만 다음엔 반드시, 공격해 보이겠어!
)"
"scenarios_20_14000","20_14000_0000","@キウル","えいっ！　えいっ！　えいっ！","에잇! 에잇! 에잇!"
"scenarios_20_14000","20_14000_0010","@オシュトル","修行か、いい心がけだ。
だが腰が入っていないな、剣先がフラフラしているぞ。","수련이라, 좋은 마음가짐이다.
하지만 허리에 힘이 안 들어가 있구나, 검 끝이 흔들리고 있어."
"scenarios_20_14000","20_14000_0020","@キウル","はいっ！","네!"
"scenarios_20_14000","20_14000_0030","@キウル","えいっ！　えいっ！　えいっ！","에잇! 에잇! 에잇!"
"scenarios_20_14000","20_14000_0040","@ネコネ","どうですか、[兄*あに]さま？","어때요, 오라버니?"
"scenarios_20_14000","20_14000_0050","@オシュトル","筋が悪い訳ではないんだが……","소질이 없는 건 아닌데……"
"scenarios_20_14000","20_14000_0060","@オシュトル","対戦相手の姿をきちんと想像しているか？
どうすれば自分がより上回ることができるか、常に考えなければ。","상대의 모습을 제대로 상상하고 있니?
어떻게 하면 자신이 더 뛰어날 수 있을지, 항상 생각해야 해."
"scenarios_20_14000","20_14000_0070","@キウル","それは、あの……
どうしても、ボクよりスゴい相手を想像してしまって……","그건, 저……
자꾸 저보다 훨씬 강한 상대만 상상하게 돼서……"
"scenarios_20_14000","20_14000_0080","@オシュトル","そうか。
それも悪いことではないんだがな。","그렇구나.
그것도 나쁜 건 아니야."
"scenarios_20_14000","20_14000_0090","@オシュトル","（面と向かって戦うには、性根がやさしすぎるのかも
　しれないな……）","(정면으로 싸우기엔, 성격이 너무 착한 걸지도 모르겠네……
)"
"scenarios_20_14000","20_14000_0100","@キウル","あの……ボク、剣士には向いていないんでしょうか……","저기…… 저, 검사에는 안 맞는 걸까요……"
"scenarios_20_14000","20_14000_0110","@オシュトル","いや、そうは言っていない。
ただな、ヒトには適材適所というものがあるしな。","아니, 그런 말은 안 했다.
다만, 사람마다 적재적소가 있는 법이지."
"scenarios_20_14000","20_14000_0120","@キウル","………","………"
"scenarios_20_14000","20_14000_0130","@オシュトル","……そうだ！　何も刀ばかりが[武人*もののふ]の得物じゃないぞ。
弓なんかどうだ？","……그래! 꼭 칼만이 무사의 무기는 아니잖아.
활 같은 건 어때?"
"scenarios_20_14000","20_14000_0140","@キウル","弓……ですか……","활……인가요……"
"scenarios_20_14000","20_14000_0150","@ネコネ","弓は大切だと思うのです。
狩りでは重宝されるし、{d022300}[弓兵衆*ペリエライ]{d-1}も戦術の要と言うです。","활은 중요하다고 생각해요.
사냥할 때도 유용하고, {d022300}베리에라이{d-1}도 전술의 핵심이라고 하죠."
"scenarios_20_14000","20_14000_0160","@キウル","ネコネさんがカッコいいって言うなら、ボク、弓を始めてみようかな……","네코네 씨가 멋지다고 한다면, 나도 활을 시작해볼까……"
"scenarios_20_14000","20_14000_0170","@ネコネ","別にカッコいいとは言ってないです。","딱히 멋지다고 한 건 아니에요."
"scenarios_20_14000","20_14000_0180","@キウル","あうぅ……","아우……"
"scenarios_20_14000","20_14000_0190","@オシュトル","格好いいかはこれから先、キウルの行いが決めることだ。","멋진지는 앞으로 키우루가 어떻게 하느냐에 달렸지."
"scenarios_20_14000","20_14000_0200","@キウル","あ……","아……"
"scenarios_20_14000","20_14000_0210","@オシュトル","お前が一人前の弓取りになって、俺を助けてくれる。
そんな日が来るといいな。","네가 제대로 된 궁수가 돼서, 나를 도와주는.
그런 날이 오면 좋겠다."
"scenarios_20_14000","20_14000_0220","@キウル","は、はいぃっ!!","네, 네에에!!"
"scenarios_20_14000","20_14000_0230","@ネコネ","[兄*あに]さま、今のはカッコよすぎて、ズルいです……","오라버니, 방금 건 너무 멋져서 반칙이에요……"
"scenarios_20_14000","20_14000_0240","@オシュトル","ん？","응?"
"scenarios_20_15000","20_15000_0000","@シューニャ","それじゃあ、行こ。","그럼, 가자."
"scenarios_20_15000","20_15000_0010","@ハル","あいよ。","알았어."
"scenarios_20_15000","20_15000_0020","@オシュトル","何だ、出掛けるのか。","뭐야, 나가는 거야?"
"scenarios_20_15000","20_15000_0030","@シューニャ","うん、ちょっとおつかい頼まれてて。","응, 잠깐 심부름 부탁받아서."
"scenarios_20_15000","20_15000_0040","@オシュトル","そうか、気を付けて行ってくるんだぞ。","그래, 조심해서 다녀와라."
"scenarios_20_15000","20_15000_0050","@シューニャ","ハルも一緒だから、大丈夫だよ。
そうだ、ついでがあったら買ってくるけど。","하루도 같이 가니까 괜찮아.
아, 혹시 필요한 거 있으면 사올게."
"scenarios_20_15000","20_15000_0060","@オシュトル","うーん、特には無いな。","음, 딱히 없어."
"scenarios_20_15000","20_15000_0070","@シューニャ","ミカヅチは？","미카즈치는?"
"scenarios_20_15000","20_15000_0080","@ミカヅチ","ならば、[褌*ふんどし]を買ってきてくれ。
紐が切れてしまってな。","그럼, 훈도시 좀 사다줘.
끈이 끊어져서 말이지."
"scenarios_20_15000","20_15000_0090","@シューニャ","いいけど、どんなの？
ミカヅチの着物みたいに、色とか柄とかたくさんの方がいいの？","괜찮은데, 어떤 거?
미카즈치 옷처럼 색이나 무늬가 많은 게 좋아?"
"scenarios_20_15000","20_15000_0100","@ミカヅチ","[莫迦*バカ]を言うな。
[褌*ふんどし]は純白に限る。
柄物は論外、さらには金糸など言語道断。","바보 같은 소리 마라.
훈도시는 순백이어야 한다.
무늬 있는 건 말도 안 되고, 금실 같은 건 더더욱 안 된다."
"scenarios_20_15000","20_15000_0110","@シューニャ","よくわからないけど、そうなんだ。","잘은 모르겠지만, 그렇구나."
"scenarios_20_15000","20_15000_0120","@ミカヅチ","釣りは取っておけ。駄賃だ。","거스름돈은 가져.심부름값이다."
"scenarios_20_15000","20_15000_0130","@シューニャ","うん、ありがと。","응, 고마워."
"scenarios_20_15000","20_15000_0140","@ムネチカ","………","………"
"scenarios_20_15000","20_15000_0150","@Narration","バキッ。","쾅."
"scenarios_20_15000","20_15000_0160","@ミカヅチ","……いきなり何をする？","……갑자기 왜 그래?"
"scenarios_20_15000","20_15000_0170","@ムネチカ","この[戯*たわ]け者。
乙女に何を買わせるつもりだ。","이 바보 녀석.
처녀한테 뭘 시키려는 거야."
"scenarios_20_15000","20_15000_0180","@シューニャ","ムネチカ？","무네치카?"
"scenarios_20_15000","20_15000_0190","@ハル","口調戻ってんぞ。","말투 돌아왔네."
"scenarios_20_15000","20_15000_0200","@ムネチカ","ッ……！
コホン、ちょっと待って、シューニャちゃん。","읏……!
콜록, 잠깐만, 슈냐야."
"scenarios_20_15000","20_15000_0210","@ムネチカ","忘れ物はありませんの？
お代はちゃんと待ちまして？","잊은 건 없니?
값은 제대로 받았지?"
"scenarios_20_15000","20_15000_0220","@シューニャ","んと……うん、ちゃんと持ったよ？","음……응, 제대로 챙겼어?"
"scenarios_20_15000","20_15000_0230","@ムネチカ","お手拭きに、ちり紙は持ちまして？","손수건이랑, 화장지는 챙겼어?"
"scenarios_20_15000","20_15000_0240","@シューニャ","うん、ちゃんと持ってるもん。","응, 다 챙겼어."
"scenarios_20_15000","20_15000_0250","@ムネチカ","寄り道は程々に。
それと、知らないヒトについていってはダメですわよ。","샛길은ほどほど로.
그리고, 모르는 사람 따라가면 안 돼."
"scenarios_20_15000","20_15000_0260","@ハル","おいおい、照れ隠しの反動でオカンっぽくなってるぞ。","야야, 쑥스러움 감추려고 엄마처럼 됐잖아."
"scenarios_20_15000","20_15000_0270","@ムネチカ","な、何を言うのです！
小生は姉代わりとして心配しているだけですわ！","무, 무슨 말을 하는 거예요!
저는 언니 대신으로 걱정하고 있을 뿐이에요!"
"scenarios_20_15000","20_15000_0280","@ミカヅチ","確かに、姉と言うより母親っぽいな。","확실히, 언니라기보단 어머니 같네."
"scenarios_20_15000","20_15000_0290","@ミカヅチ","要らぬ節介は娘の重荷になるぞ。","쓸데없는 참견은 딸에게 짐이 될 뿐이다."
"scenarios_20_15000","20_15000_0300","@ムネチカ","むぅ……","으으……"
"scenarios_20_15000","20_15000_0310","@シューニャ","そんなことないよ？
ムネチカのこういうとこ、好きだよ。","그렇지 않아!
무네치카의 이런 점, 난 좋아해."
"scenarios_20_15000","20_15000_0320","@シューニャ","えへへ、なんだかムネチカってあったかいね。","에헤헤, 왠지 무네치카는 따뜻해."
"scenarios_20_15000","20_15000_0330","@ムネチカ","シューニャちゃん……","슈냐짱……"
"scenarios_20_15000","20_15000_0340","@シューニャ","お母さんって、こんな感じなのかな。","어머니란, 이런 느낌일까."
"scenarios_20_15000","20_15000_0350","@ムネチカ","ふぐぅ！？","푸그으!?"
"scenarios_20_15000","20_15000_0360","@ミカヅチ","ぶふぅ！","푸후!"
"scenarios_20_15000","20_15000_0370","@ハル","ヒーッ！　ヒーッ！
ゲホゲホッ。","히익! 히익!
콜록콜록."
"scenarios_20_15000","20_15000_0380","@オシュトル","ふくく……","푸쿠쿠……"
"scenarios_20_15000","20_15000_0390","@シューニャ","それじゃあ行ってきまーす！","그럼 다녀올게요!"
"scenarios_20_15000","20_15000_0400","@ムネチカ","………","………"
"scenarios_20_15000","20_15000_0410","@オシュトル","その、何だ……大丈夫か？","저기, 그게……괜찮아?"
"scenarios_20_15000","20_15000_0420","@ムネチカ","問題……ない。
小生は、まだ戦える……","문제……없어.
나는, 아직 싸울 수 있어……"
"scenarios_20_15000","20_15000_0430","@ミカヅチ","そうだ、[褌*ふんどし]で思い出したが。
何だ貴様、あのシマシマや柄模様の褌は。","그래, 훈도시로 생각났는데.
너, 그 줄무늬나 무늬 있는 훈도시는 뭐냐."
"scenarios_20_15000","20_15000_0440","@ムネチカ","……っ！？
ま……まさか、見た……のか？","……!
설마, 본……거야?"
"scenarios_20_15000","20_15000_0450","@ミカヅチ","洗濯中に偶然目に入ったが、物干しが染物屋の見本のようだったぞ。","빨래하다가 우연히 봤는데, 빨랫줄이 염색집 샘플 같더라."
"scenarios_20_15000","20_15000_0460","@ムネチカ","…………","…………"
"scenarios_20_15000","20_15000_0470","@ミカヅチ","[武人*もののふ]たるもの、己を常に潔白に保つべし。
やはり白でなくては……","무사라면, 자신을 항상 결백하게 유지해야 한다.
역시 흰색이어야……"
"scenarios_20_15000","20_15000_0480","@ムネチカ","ふんッ！","흥!"
"scenarios_20_15000","20_15000_0490","@ミカヅチ","ごはァ！？","고허아!?"
"scenarios_20_15000","20_15000_0500","@オシュトル","……偶然目に入っても、本人に言ったら駄目だろ。","……우연히 봤더라도,本人한테 말하면 안 되지."
"scenarios_20_15000","20_15000_0510","@ミカヅチ","み、見えるもの、全てが、白い……","보, 보이는 모든 게, 하얗게……"
"scenarios_20_16000","20_16000_0000","@ウコン","あれは━━ライコウ様？","저건━━라이코우 님?"
"scenarios_20_16000","20_16000_0010","@サコン","何故兄者がこんなところに……？","왜 형님이 이런 곳에……?"
"scenarios_20_16000","20_16000_0020","@シーちゃん","声を掛けてみる？","말 걸어볼까?"
"scenarios_20_16000","20_16000_0030","@サコン","……いや、待て。
コホン、待つのじゃ。","……아니, 기다려.
음, 기다리자."
"scenarios_20_16000","20_16000_0040","@サコン","ここから様子を[窺*うかが]おう。","여기서 상황을 살펴보자."
"scenarios_20_16000","20_16000_0050","@ムーちゃん","貴方にしては珍しく慎重ですわね。","당신치곤 드물게 신중하네요."
"scenarios_20_16000","20_16000_0060","@ウコン","例の噂と関係があると睨んだのかい？","그 소문과 관계가 있다고 본 거야?"
"scenarios_20_16000","20_16000_0070","@サコン","まあ、そんなところじゃ。","뭐, 그런 거지."
"scenarios_20_16000","20_16000_0080","@シーちゃん","今のわたし達なら変装してるしバレないと思うよ？","지금 우리라면 변장도 했으니 들키지 않을 거야?"
"scenarios_20_16000","20_16000_0090","@サコン","兄者を侮るな。
あっさりと見破られるぞ。","형님을 얕보지 마라.
금방 간파당할 거다."
"scenarios_20_16000","20_16000_0100","@ライコウ","ふむ……
であれば、これだけの量を用意は出来るか？","흠……
그렇다면, 이만큼의 양을 준비할 수 있겠나?"
"scenarios_20_16000","20_16000_0110","@仕入れ商人","ええ、大丈夫です。
納期が少々伸びるかもしれませんが、代わりにこれくらいのお勉強をさせて頂きますよ。","네, 괜찮습니다.
납기가 조금 늘어날 수도 있지만, 대신 이 정도는 할인해드릴게요."
"scenarios_20_16000","20_16000_0120","@仕入れ商人","しかしこんなにも沢山ご入り用なんですか？
いえ、私共には有り難いことですが。","그런데 이렇게나 많이 필요하신가요?
아니, 저희로선 감사한 일이지만요."
"scenarios_20_16000","20_16000_0130","@ライコウ","……[詮索*せんさく]は無用だ。
分を[弁*わきま]えぬ商いは身を滅ぼすぞ。","……캐묻지 마라.
분수를 모르는 장사는 몸을 망친다."
"scenarios_20_16000","20_16000_0140","@仕入れ商人","も、申し訳ございません。","죄, 죄송합니다."
"scenarios_20_16000","20_16000_0150","@ハル","愛想のひとつも言わないところが兄弟らしい。","정 하나 없는 것도 형제답네."
"scenarios_20_16000","20_16000_0160","@サコン","あァん？
人聞きの悪い事を[吐*ぬ]かすな。","뭐라고?
듣기 싫은 소리 하지 마라."
"scenarios_20_16000","20_16000_0170","@ハル","そーゆーとこそーゆーとこ。","그런 데가 딱 그런 데야."
"scenarios_20_16000","20_16000_0180","@サコン","チッ。
……だが扱いを知られて困る品を買うなど、兄者、一体何を企んでいる？","쳇.
……하지만 다루기 곤란한 물건을 사다니, 형님, 대체 무슨 꿍꿍이십니까?"
"scenarios_20_16000","20_16000_0190","@ムーちゃん","いえ、あの言い様は禁制の品という感じではありませんでしたわ。","아뇨, 그 말투로 봐선 금지된 물건 같진 않았어요."
"scenarios_20_16000","20_16000_0200","@ウコン","確かにな……
サコンの旦那、ここはひとつ、いつものカマかけと行きましょうぜ。","확실히 그렇군……
사콘 형님, 여기선 하나, 평소처럼 떠보는 게 어떻겠습니까."
"scenarios_20_16000","20_16000_0210","@サコン","よしよし、この[儂*ワシ]に任せてみい。","좋아좋아, 이 몸한테 맡겨보거라."
"scenarios_20_16000","20_16000_0220","@サコン","もし、そこのお方。","저기, 거기 계신 분."
"scenarios_20_16000","20_16000_0230","@仕入れ商人","ああ、なんだね？","아, 무슨 일이신가요?"
"scenarios_20_16000","20_16000_0240","@サコン","さっき小耳に挟んだんじゃが、何やら大口の商いがあるとか。","아까 귀동냥으로 들었는데, 뭔가 큰 거래가 있다고 하더군요."
"scenarios_20_16000","20_16000_0250","@仕入れ商人","大口も大口、とても揃えきれないぐらいでね。","큰 거래도 큰 거래지, 도저히 다 맞출 수 없을 정도라네."
"scenarios_20_16000","20_16000_0260","@サコン","[儂*ワシ]もあやかりたいものですわい。
して、物は何ですかのう？","나도 좀 덕을 보고 싶은데 말이야.
그래서, 물건이 뭡니까?"
"scenarios_20_16000","20_16000_0270","@仕入れ商人","………","………"
